iter	Logloss
199	0.4164810551
200	0.4155574506
201	0.4142914625
202	0.4132302723
203	0.4124726733
204	0.4114752165
205	0.4105290654
206	0.4095514984
207	0.408511454
208	0.4076291119
209	0.4067186284
210	0.4056144429
211	0.4046376871
212	0.4037539399
213	0.4029981894
214	0.402018925
215	0.4010614956
216	0.4002251189
217	0.3993899524
218	0.3982522975
219	0.3973067635
220	0.3962728628
221	0.395385213
222	0.3945350174
223	0.393514269
224	0.3925964164
225	0.3915484111
226	0.3906671296
227	0.3899716153
228	0.3891917482
229	0.3885105783
230	0.3878382488
231	0.3871146361
232	0.3862803564
233	0.3855136444
234	0.3845986397
235	0.3837915644
236	0.3827770301
237	0.382004804
238	0.3809535278
239	0.3801620995
240	0.3792871477
241	0.3782336705
242	0.3775631349
243	0.3767524333
244	0.3759620066
245	0.3751032847
246	0.374178805
247	0.3734149955
248	0.3725606254
249	0.3718627946
250	0.3711513172
251	0.3704518879
252	0.3697460425
253	0.3689376952
254	0.3681991696
255	0.3675621232
256	0.3668812666
257	0.3660419314
258	0.3653231132
259	0.364576379
260	0.3639311587
261	0.3631382563
262	0.3621011325
263	0.3612782592
264	0.3604224004
265	0.359742994
266	0.3588178383
267	0.3583489693
268	0.3579018123
269	0.3573069078
270	0.3563876457
271	0.3557258684
272	0.355046193
273	0.3542289203
274	0.353597907
275	0.3528334847
276	0.3517834566
277	0.3511102432
278	0.3503062129
279	0.3493994714
280	0.3487575788
281	0.3479857052
282	0.3472933878
283	0.3468066839
284	0.3458517027
285	0.3451158866
286	0.344566753
287	0.3436410671
288	0.3430506958
289	0.3423287145
290	0.3416760622
291	0.34103199
292	0.3402022341
293	0.3394415364
294	0.3386125903
295	0.3378397506
296	0.337063145
297	0.3363297295
298	0.3358671109
299	0.335249553
300	0.3345299886
301	0.3339032389
302	0.3332938021
303	0.3326040045
304	0.3318454427
305	0.3312907753
306	0.3308529512
307	0.3302960941
308	0.3295255987
309	0.3289338601
310	0.3282035905
311	0.3274382658
312	0.3269653916
313	0.3263390537
314	0.3257472094
315	0.3250753345
316	0.3243527838
317	0.3239140972
318	0.3233847375
319	0.3224423361
320	0.3218514592
321	0.3212526706
322	0.3205407509
323	0.3196448527
324	0.3189698596
325	0.3183125516
326	0.3178227195
327	0.317318486
328	0.3166442248
329	0.3159549298
330	0.3152770771
331	0.3145683382
332	0.3138605582
333	0.3133124349
334	0.3126068141
335	0.3119864849
336	0.3115543792
337	0.3109998423
338	0.3103588114
339	0.3097564905
340	0.309063729
341	0.3085471559
342	0.3079737014
343	0.3076038917
344	0.3070854214
345	0.3064191934
346	0.3055862817
347	0.3049996175
348	0.3042579769
349	0.3037312271
350	0.3031636306
351	0.3025906631
352	0.3018542634
353	0.3010028888
354	0.3003930606
355	0.2999708896
356	0.299567859
357	0.2990405051
358	0.2984128206
359	0.2978462024
360	0.2972083048
361	0.2965425845
362	0.2961193498
363	0.2956723222
364	0.2951930594
365	0.2946755737
366	0.293982283
367	0.2935012114
368	0.2929060779
369	0.2924432635
370	0.2916856964
371	0.2910008514
372	0.2904420546
373	0.2899080933
374	0.2894396938
375	0.2887751504
376	0.2881081864
377	0.2877168535
378	0.2872672888
379	0.2868907524
380	0.2864660795
381	0.2859692196
382	0.2854575184
383	0.2845320335
384	0.283924665
385	0.2833948164
386	0.2827966795
387	0.282350731
388	0.2818348513
389	0.2815180014
390	0.2808860897
391	0.2803552318
392	0.2797815654
393	0.2791898912
394	0.2787491098
395	0.2780996139
396	0.277660456
397	0.2771390975
398	0.2764689802
399	0.2759333086
400	0.2755115883
401	0.2750616179
402	0.2743388
403	0.273901061
404	0.2735201215
405	0.2729516088
406	0.2723428712
407	0.2719543493
408	0.2715241484
409	0.2710977211
410	0.2706487073
411	0.2702039269
412	0.2696777637
413	0.2691272781
414	0.268426877
415	0.2679251832
416	0.267310136
417	0.2667670483
418	0.2663131015
419	0.2658894018
420	0.2654314241
421	0.2649043559
422	0.2644216676
423	0.2640298238
424	0.2635716716
425	0.2630831269
426	0.2625975707
427	0.2621265181
428	0.2615400684
429	0.2608803053
430	0.2604020681
431	0.2599751099
432	0.2594456676
433	0.2589245708
434	0.2585102523
435	0.2579389473
436	0.2571992587
437	0.2567782151
438	0.2562669552
439	0.255847164
440	0.2554247259
441	0.254755236
442	0.2542505966
443	0.2536931198
444	0.2532933649
445	0.2528270661
446	0.252386333
447	0.2518625419
448	0.2513610739
449	0.2509754424
450	0.2505180614
451	0.249805956
452	0.2494208068
453	0.2488540233
454	0.2482151524
455	0.2475995152
456	0.247115974
457	0.2467199219
458	0.246400912
459	0.2459661779
460	0.2454272509
461	462	0.247777462	0463	0.247256463	0.2441137749
464	0465	0.246573465	0.2433592303
466	0.2430370159
467	468	0.2453036468	469	0.2447263469	470	0.2440593897
471	0.243682471	0472	0.243011472	0473	0.242568473	0.2401532171
474	0.239576826
475	0.2392480551
476	0.2388216551
477	0.2384503146
478	0.2380379758
479	0.237594257
480	0.2373496214
481	0.2368217678
482	0.2364915896
483	0.2361426986
484	0.2356426883
485	0.2352416715
486	0.2347738336
487	0.2342135997
488	0.2338285483
489	0.2334773039
490	0.2331234264
491	0.2327493636
492	0.2323191442
493	0.2318594379
494	0.2314829823
495	0.2312709765
496	0.230942785
497	0.2304060019
498	0.2300781895
499	0.2296693758
500	0.2293012389
501	0.2289416216
502	0.2285673164
503	0.2282355987
504	0.2278063326
505	0.2274322379
506	0.2269749253
507	0.2266855992
508	0.2263935724
509	0.2260081746
510	0.2256499769
511	0.2252978788
512	0.2249687674
513	0.2245031835
514	0.2241843303
515	0.2237898875
516	0.2234378235
517	0.2230912523
518	0.2227215509
519	0.2223532073
520	0.2218297109
521	0.2214833113
522	0.2210428817
523	0.2206459402
524	0.2203029765
525	0.2197737556
526	0.2195001474
527	0.2189993099
528	0.2186614442
529	0.2182083628
530	0.2178087834
531	0.2173906532
532	0.2169157012
533	0.2166386312
534	0.2160909169
535	0.2157152644
536	0.215465067
537	0.2150352481
538	0.2146990619
539	0.2143446312
540	0.2140993171
541	0.2137958138
542	0.2134170923
543	0.2130809083
544	0.212879548
545	0.2125368242
546	0.2120218789
547	0.2117365402
548	0.211416454
549	0.2110565005
550	0.2108092624
551	0.210293554
552	0.2099735633
553	0.2096808077
554	0.2093881189
555	0.2090569647
556	0.208680955
557	0.2083388643
558	0.208052331
559	0.2076632697
560	0.2073226449
561	0.2068822589
562	0.2064670962
563	0.2062209843
564	0.2058497353
565	0.2055620073
566	0.2052973994
567	0.2048706956
568	0.2046049744
569	0.2042709162
570	0.2039707401
571	0.203681489
572	0.2034031529
573	0.203065222
574	0.2027595581
575	0.202529215
576	0.2021173248
577	0.2017313378
578	0.2013288867
579	0.2009679121
580	0.2005917575
581	0.2003285342
582	0.1999827191
583	0.1995714321
584	0.199211622
585	0.1988218085
586	0.1984014066
587	0.1980345275
588	0.1977348813
589	0.1973131259
590	0.1969669861
591	0.1966818773
592	0.1962091741
593	0.1959052497
594	0.1955392682
595	0.1951555426
596	0.1946374365
597	0.1943197985
598	0.1940427363
599	0.1936886698
600	0.19340225
601	0.1931670061
602	0.192874515
603	0.1925319837
604	0.1922963901
605	0.191859588
606	0.191538639
607	0.191223919
608	0.1909648583
609	0.1907278992
610	0.190266341
611	0.1899637891
612	0.1896579129
613	0.1893713827
614	0.1890725561
615	0.1888263958
616	0.1884279664
617	0.1881858583
618	0.1878364139
619	0.1875866786
620	0.1872586704
621	0.1869853008
622	0.1867531858
623	0.1864200969
624	0.1860606988
625	0.1858101785
626	0.1855225032
627	0.1851979112
628	0.1848464257
629	0.184603153
630	0.1843802035
631	0.1841419883
632	0.1838597275
633	0.1835838858
634	0.1832606302
635	0.1829894737
636	0.1826709027
637	0.1823661247
638	0.1820249269
639	0.1817387135
640	0.1814640437
641	0.1812277255
642	0.1809659633
643	0.1806101503
644	0.1802362009
645	0.1799188694
646	0.1797120722
647	0.1795187781
648	0.1792218167
649	0.178849209
650	0.1785629105
651	0.1782757198
652	0.1780197499
653	0.1779209363
654	0.1776711065
655	0.1773334076
656	0.1770735547
657	0.1767276476
658	0.1764158639
659	0.1761181662
660	0.1758422599
661	0.1756376989
662	0.175332656
663	0.1751112987
664	0.1748330918
665	0.1746390807
666	0.1744329677
667	0.1741844456
668	0.1739501137
669	0.1736519864
670	0.173485739
671	0.173241024
672	0.1729768029
673	0.1727437542
674	0.1725911967
675	0.1724091154
676	0.1722211732
677	0.1719622945
678	0.1717777421
679	0.1714741973
680	0.171274674
681	0.1710055767
682	0.1707365927
683	0.1705423206
684	0.170294931
685	0.1699991949
686	0.1697809925
687	0.1695987273
688	0.1693165484
689	0.1691446401
690	0.1689484174
691	0.1687296187
692	0.1685388497
693	0.1682179928
694	0.1680750763
695	0.167745845
696	0.1674268066
697	0.1672042926
698	0.1669598462
699	0.1666871656
700	0.1663946766
701	0.166118511
702	0.1659658924
703	0.1657066109
704	0.165430683
705	0.1652211472
706	0.165018446
707	0.164882607
708	0.164649027
709	0.1644431851
710	0.1642100491
711	0.1640745485
712	0.1637864178
713	0.163591555
714	0.1633634665
715	0.16304734
716	0.1627664973
717	0.162440962
718	0.1621186906
719	0.1618691089
720	0.1615685548
721	0.1613381094
722	0.1611439671
723	0.1607503182
724	0.1604952227
725	0.1602337909
726	0.1600637414
727	0.1598814957
728	0.1596399137
729	0.1593734942
730	0.1590290386
731	0.1588442211
732	0.1585696429
733	0.1582870807
734	0.1580227128
735	0.1578046387
736	0.1575616943
737	0.1572888361
738	0.1571000304
739	0.1568366538
740	0.1565273595
741	0.1562780242
742	0.1560676252
743	0.1559155024
744	0.1557153229
745	0.1554998915
746	0.1552867808
747	0.1551184454
748	0.1549176507
749	0.1546687504
750	0.1544444308
751	0.1542700053
752	0.1540218882
753	0.1537263192
754	0.1535147892
755	0.1532569375
756	0.1530483009
757	0.1528694441
758	0.1526297171
759	0.1524439534
760	0.1522486521
761	0.1521164493
762	0.1519048586
763	0.1516770066
764	0.1514493743
765	0.1512793657
766	0.1509663884
767	0.1508000031
768	0.1506207682
769	0.1504058602
770	0.1502204714
771	0.1500229219
772	0.1497396561
773	0.1495698316
774	0.1493510026
775	0.1490620406
776	0.1488506719
777	0.1486014055
778	0.1483674438
779	0.1482088433
780	0.1480213711
781	0.1478185439
782	0.1475347262
783	0.1472788037
784	0.1471438084
785	0.1469792933
786	0.1468327042
787	0.1466293942
788	0.1463701471
789	0.1462507259
790	0.1460760368
791	0.145856502
792	0.1456551641
793	0.1454075253
794	0.1451587513
795	0.1448912786
796	0.1447239754
797	0.1445085646
798	0.1442738928
799	0.1440880186
800	0.143922712
801	0.1437679814
802	0.1436396267
803	0.1435167144
804	0.1432652086
805	0.1431127354
806	0.1429005114
807	0.1425637394
808	0.1424317405
809	0.1423102574
810	0.1421270082
811	0.1420064265
812	0.1418254437
813	0.1416579296
814	0.1414188943
815	0.1412285773
816	0.1410640631
817	0.1408100835
818	0.1406246722
819	0.140367203
820	0.1401748363
821	0.1399845792
822	0.1397600365
823	0.1395209141
824	0.1393368264
825	0.1391153943
826	0.1389780572
827	0.1388470925
828	0.1387002474
829	0.1384951138
830	0.1383749188
831	0.1381464301
832	0.1379569936
833	0.1378236444
834	0.1376594489
835	0.1374849933
836	0.1373197498
837	0.1371321144
838	0.1369220534
839	0.1367744166
840	0.1366113541
841	0.1364118691
842	0.1362586743
843	0.1361109823
844	0.1359082798
845	0.1357383181
846	0.1355945962
847	0.1354563109
848	0.135277463
849	0.1350998773
850	0.1348298197
851	0.1345617622
852	0.134393298
853	0.134196731
854	0.1340491688
855	0.1338629085
856	0.1337390629
857	0.1336051953
858	0.1334760674
859	0.1332861937
860	0.1331159005
861	0.132905969
862	0.1327332969
863	0.1324928267
864	0.1322815545
865	0.1321584057
866	0.1320370806
867	0.1318990054
868	0.1317586483
869	0.1316355071
870	0.1315236115
871	0.1313519979
872	0.1311297549
873	0.1309866369
874	0.1308084719
875	0.130678102
876	0.1304930227
877	0.1302628926
878	0.1301077575
879	0.1299251899
880	0.1297814468
881	0.1296144698
882	0.1293589014
883	0.1291847639
884	0.1289768807
885	0.1287982298
886	0.1286206224
887	0.1284631103
888	0.1282315742
889	0.1280889883
890	0.1279089208
891	0.1277883025
892	0.1276437754
893	0.1274844312
894	0.1273301073
895	0.1271521289
896	0.1269839126
897	0.126802441
898	0.1266647934
899	0.1265238328
900	0.1263425576
901	0.1260874112
902	0.1259343305
903	0.1257529243
904	0.1255860001
905	0.1254035397
906	0.125271995
907	0.1251165145
908	0.1249494377
909	0.1247291112
910	0.1245017286
911	0.1243223312
912	0.1241020864
913	0.1239895722
914	0.1238411625
915	0.1236895564
916	0.1235477647
917	0.1233309675
918	0.1231828878
919	0.1229869351
920	0.1228555101
921	0.1228270439
922	0.1227300727
923	0.1226054501
924	0.1224141022
925	0.12228260492926	0.122132907927	0.1370999366
928	0.1368416177
929	0.136733862
930	0.1365958089
931	0.1364320904
932	0.1361910582
933	0.136040034
934	0.1359152412
935	0.135754367
936	0.1356173552
937	0.1355213134
938	0.1353524263
939	0.1352381007
940	0.1350914797
941	0.1348981836
942	0.1347663443
943	0.1346955281
944	0.1346107804
945	0.13445275
946	0.1342153457
947	0.1340346041
948	0.1338811751
949	0.133748772
950	0.1335885236
951	0.1334725184
952	0.13323796
953	0.1330669261
954	0.1329032629
955	0.1327958231
956	0.1326496283
957	0.1325224258
958	0.1323627699
959	0.132195613
960	0.1320598608
961	0.1319178967
962	0.1317350838
963	0.1315899337
964	0.1314259191
965	0.1313276554
966	0.1311288128
967	0.1309535935
968	0.1307681571
969	0.1306731158
970	0.1304631538
971	0.1303062384
972	0.1301046149
973	0.1299580395
974	0.1298805304
975	0.12969678
976	0.1295321224
977	0.129341411
978	0.1292151649
979	0.1290186969
980	0.1287685171
981	0.1286264686
982	0.1285159955
983	0.1283117397
984	0.128116712
985	0.1279780436
986	0.1278667127
987	0.127777931
988	0.127582347
989	0.1274439903
990	0.1273398758
991	0.1271970038
992	0.1270066629
993	0.1268083208
994	0.1266230827
995	0.1265052798
996	0.1263717805
997	0.1262493574
998	0.1260902888
999	0.1258648955
3735594
57448
