fpr,tpr,thresholds
0.0,0.0,inf
0.0,0.2857142857142857,1.0
0.0,0.42857142857142855,0.8867466327242433
0.16666666666666666,0.42857142857142855,0.8751537957036476
0.16666666666666666,0.7142857142857143,0.7487113270629606
0.3333333333333333,0.7142857142857143,0.7159930217261175
0.3333333333333333,1.0,0.4583177152579523
1.0,1.0,0.23667561862669761
